primary	synonyms	description
HRB		
HRBL		
HRC	MGC133236|HCP	
HRCT1	LGLL338|PRO537|UNQ338|LGLL338|PRO537|UNQ338	histidine rich carboxyl terminus 1
HRES1	HRES-1|HRES-1/p28	HTLV-1 related endogenous sequence
HRES2		
HRG	HPRG|HRGP|THPH11|HRGP|HPRG	histidine rich glycoprotein
HRH1	H1-R|H1R|HH1R|hisH1	histamine receptor H1
HRH2	H2R	histamine receptor H2
HRH3	GPCR97|HH3R|GPCR97|GPCR97	histamine receptor H3
HRH4	AXOR35|BG26|GPCR105|GPRv53|H4|H4R|HH4R|H4R|HH4R|AXOR35|GPCR105|GPRv53|GPCR105	histamine receptor H4
HRI		
HRIHFB2060		
HRIHFB2099		
HRK	DP5|HARAKIRI|DP5|BID3	harakiri| BCL2 interacting protein
HRM2		
HRMT1L2		
HRNBP3		
HRNR	FLG3|S100A16|S100a18|S100a18|S100A16|FLG3|S100A18	hornerin
HRPT3		
HRS		
HRSP12		
HRTRT1		
HRX		
HS-E1		
HS1BP3	ETM2|HS1-BP3|HS1-BP3|FLJ14249	HCLS1 binding protein 3
HS1BP3-IT1		
HS24/P52		
HS24/p52		
HS2ST1	dJ604K5.2|KIAA0448|HS2ST|KIAA0448	heparan sulfate 2-O-sulfotransferase 1
HS3ST1	3OST|3OST1|3OST1|3OST|3OST1	heparan sulfate-glucosamine 3-sulfotransferase 1
HS3ST2	30ST2|3OST2|3OST2|3OST2	heparan sulfate-glucosamine 3-sulfotransferase 2
HS3ST3A1	3-OST-3A|3OST3A1|3OST3A1|30ST3A1|3OST3A1|HS3ST3A	heparan sulfate-glucosamine 3-sulfotransferase 3A1
HS3ST3B1	3-OST-3B|3OST3B1|h3-OST-3B|3OST3B1|30ST3B1|3OST3B1|HS3ST3B	heparan sulfate-glucosamine 3-sulfotransferase 3B1
HS3ST4	3-OST-4|30ST4|3OST4|h3-OST-4|3OST4|3OST4	heparan sulfate-glucosamine 3-sulfotransferase 4
HS3ST5	3-OST-5|3OST5|HS3OST5|NBLA04021|3-OST-5|3OST5|HS3OST5	heparan sulfate-glucosamine 3-sulfotransferase 5
HS3ST6	3-OST-6|HS3ST5|HS3ST5|HS3ST5	heparan sulfate-glucosamine 3-sulfotransferase 6
HS6ST1	HH15|HS6ST|HS6ST|HS6ST	heparan sulfate 6-O-sulfotransferase 1
HS6ST1P1	HS6ST1P	heparan sulfate 6-O-sulfotransferase 1 pseudogene 1
HS6ST2		
HS6ST2-AS1		
HS6ST3	HS6ST-3	heparan sulfate 6-O-sulfotransferase 3
HSA10		
HSA12		
HSAL1		
HSBP1	NPC-A-13|HSF1BP	heat shock factor binding protein 1
HSBP1L1	FLJ10967|MGC189743	
HSBP1P1		
HSBP1P2		
HSCB	DNAJC20|HSC20|JAC1|HSC20|DNAJC20|Jac1|DNAJC20|HSC20	HscB mitochondrial iron-sulfur cluster cochaperone
HSCR5		
HSCR6	HSCRS2	Hirschsprung disease| short-segment| 2
HSCR7	HSCRS3	Hirschsprung disease| short-segment| 3
HSCR8	HSCRM2	Hirschsprung disease modifier 2
HSCR9		
HSD11B1	11-DH|11-beta-HSD1|CORTRD2|HDL|HSD11|HSD11B|HSD11L|SDR26C1|SDR26C1|HSD11B|HSD11|HSD11|HSD11L|SDR26C1	hydroxysteroid 11-beta dehydrogenase 1
HSD11B1L	11-DH3|11-beta-HSD3|HSD3|SCDR10|SCDR10B|SDR26C2|SCDR10|SDR26C2|HSD3|SCDR10|SDR26C2	hydroxysteroid 11-beta dehydrogenase 1 like
HSD11B2	AME|AME1|HSD11K|HSD2|SDR9C3|SDR9C3|HSD11K|SDR9C3	hydroxysteroid 11-beta dehydrogenase 2
HSD17B1	17-beta-HSD|20-alpha-HSD|E2DH|EDH17B2|EDHB17|HSD17|SDR28C1|HSD17|MGC138140|SDR28C1|EDHB17|EDH17B2|E17KSR|EDH17B1|EDH17B2|EDHB17|SDR28C1	hydroxysteroid 17-beta dehydrogenase 1
HSD17B10	17b-HSD10|ABAD|CAMR|DUPXp11.22|ERAB|HADH2|HCD2|HSD10MD|MHBD|MRPP2|MRX17|MRX31|MRXS10|SCHAD|SDR5C1|ERAB|MHBD|17b-HSD10|ABAD|SDR5C1|MRPP2|CAMR|HADH2|MRXS10|ERAB|HADH2|MRPP2|SCHAD|SDR5C1|XH98G2	hydroxysteroid 17-beta dehydrogenase 10
HSD17B11	17-BETA-HSD11|17-BETA-HSDXI|17BHSD11|DHRS8|PAN1B|RETSDR2|SDR16C2|RetSDR2|17-BETA-HSD11|17-BETA-HSDXI|PAN1B|SDR16C2|DHRS8|DHRS8|PAN1B|SDR16C2	hydroxysteroid 17-beta dehydrogenase 11
HSD17B12	KAR|SDR12C1|KAR|SDR12C1|SDR12C1	hydroxysteroid 17-beta dehydrogenase 12
HSD17B13	HMFN0376|NIIL497|SCDR9|SDR16C3|SCDR9|SDR16C3|SCDR9|SDR16C3	hydroxysteroid 17-beta dehydrogenase 13
HSD17B14	DHRS10|SDR47C1|retSDR3|retSDR3|SDR47C1|DHRS10|DHRS10|SDR3|SDR47C1	hydroxysteroid 17-beta dehydrogenase 14
HSD17B1P1	EDH17B1|EDHB17|HSD17|HSD17BP1|SDR28C1P1	hydroxysteroid 17-beta dehydrogenase 1 pseudogene 1
HSD17B2	EDH17B2|HSD17|SDR9C2|HSD17|SDR9C2|EDH17B2|SDR9C2	hydroxysteroid 17-beta dehydrogenase 2
HSD17B3	EDH17B3|SDR12C2|SDR12C2|EDH17B3|SDR12C2	hydroxysteroid 17-beta dehydrogenase 3
HSD17B3-AS1		
HSD17B4	DBP|MFE-2|MPF-2|PRLTS1|SDR8C1|MFE-2|DBP|SDR8C1|EDH17B4|SDR8C1	hydroxysteroid 17-beta dehydrogenase 4
HSD17B6	HSE|RODH|SDR9C6|HSE|RODH|SDR9C6|RODH|SDR9C6	hydroxysteroid 17-beta dehydrogenase 6
HSD17B7	PRAP|SDR37C1|PRAP|SDR37C1|SDR37C1	hydroxysteroid 17-beta dehydrogenase 7
HSD17B7P1		
HSD17B7P2	HSD17B7|Hsd17b_2|bA291L22.1	hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2
HSD17B8	D6S2245E|FABG|FABGL|H2-KE6|HKE6|KE6|RING2|SDR30C1|dJ1033B10.9|HKE6|D6S2245E|RING2|KE6|H2-KE6|SDR30C1|FABGL|FABGL|HKE6|RING2|SDR30C1	hydroxysteroid 17-beta dehydrogenase 8
HSD3B1	3BETAHSD|HSD3B|HSDB3|HSDB3A|I|SDR11E1|SDR11E1|HSDB3|HSD3B|3BH|HSDB3A	hydroxy-delta-5-steroid dehydrogenase| 3 beta- and steroid delta-isomerase 1
HSD3B2	HSD3B|HSDB|SDR11E2|SDR11E2|HSDB3B	hydroxy-delta-5-steroid dehydrogenase| 3 beta- and steroid delta-isomerase 2
HSD3B7	CBAS1|PFIC4|SDR11E3|C(27)-3BETA-HSD|SDR11E3	hydroxy-delta-5-steroid dehydrogenase| 3 beta- and steroid delta-isomerase 7
HSD3BP1		
HSD3BP2		
HSD3BP3		
HSD3BP4		
HSD3BP5		
HSD52		
HSDL1	SDR12C3|SDR12C3|SDR12C3	hydroxysteroid dehydrogenase like 1
HSDL2	C9orf99|SDR13C1|SDR13C1|C9orf99|C9orf99|SDR13C1	hydroxysteroid dehydrogenase like 2
HSF1	HSTF1|HSTF1|HSTF1	heat shock transcription factor 1
HSF2	HSF 2|HSTF 2|HSTF2	heat shock transcription factor 2
HSF2BP		
HSF4	CTM|CTRCT5|CTM	heat shock transcription factor 4
HSF5	HSF 5|HSTF 5|FLJ40311|HSTF5	heat shock transcription factor 5
HSFA		
HSFX1	LW-1|LW-1	heat shock transcription factor family| X-linked 1
HSFX1; HSFX2	LW-1;|	
HSFX2		
HSFX3		
HSFX4		
HSFY1	HSF2L|HSFY|HSF2L|HSFY	heat shock transcription factor Y-linked 1
HSFY1; HSFY2	HSF2L|HSFY;|HSF2L|HSFY	
HSFY1P1	CECR8|HSFYL1|HSFYP1|NCRNA00016	HSFY1 pseudogene 1
HSFY2	HSF2L|HSFY|FLJ25453	heat shock transcription factor Y-linked 2
HSFY3P	HSFYP2	heat shock transcription factor Y-linked 3| pseudogene
HSFY4P		
HSFY5P		
HSFY6P		
HSFY7P		
HSFY8P		
HSGT1		
HSH2D	ALX|HSH2|ALX|HSH2|FLJ14886|ALX	hematopoietic SH2 domain containing
HSIL5R2		
HSIL5R3		
HSMBPC		
HSN1B		
HSP70-1		
HSP714		
HSP90AA1	EL52|HEL-S-65p|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp103|Hsp89|Hsp90|LAP-2|LAP2|Hsp89|Hsp90|FLJ31884|HSP90N|HSPC1|HSPCA|HSP90A|HSPC1|HSPCA	heat shock protein 90 alpha family class A member 1
HSP90AA2P	HSP90AA2|HSP90ALPHA|HSPCA|HSPCAL3|HSP90AA2|HSPCAL3	heat shock protein 90 alpha family class A member 2| pseudogene
HSP90AA3P	HSPCAL1	heat shock protein 90 alpha family class A member 3| pseudogene
HSP90AA4P	HSP90Ad|HSPCAL2|HSP90AD|HSPCAL2	heat shock protein 90 alpha family class A member 4| pseudogene
HSP90AA5P	HSP90Ae|HSP90AE	heat shock protein 90 alpha family class A member 5| pseudogene
HSP90AA6P	HSP90Af	heat shock protein 90 alpha family class A member 6| pseudogene
HSP90AB1	D6S182|HSP84|HSP90B|HSPC2|HSPCB|HSPC2|HSPCB|HSP90B|HSPC2|HSPCB	heat shock protein 90 alpha family class B member 1
HSP90AB2P	HSP90BB|HSP90BB	heat shock protein 90 alpha family class B member 2| pseudogene
HSP90AB3P	HSP90BC|HSPCP1|HSP90BC	heat shock protein 90 alpha family class B member 3| pseudogene
HSP90AB4P	HSP90Bd	heat shock protein 90 alpha family class B member 4| pseudogene
HSP90AB5P	HSP90BE	heat shock protein 90 alpha family class B member 5| pseudogene
HSP90AB6P	HSP90Bf	heat shock protein 90 alpha family class B member 6| pseudogene
HSP90AB7P		
HSP90Af		
HSP90B1	ECGP|GP96|GRP94|HEL-S-125m|HEL35|TRA1|GP96|GRP94|TRA1|GRP94|TRA1	heat shock protein 90 beta family member 1
HSP90B2P	GRP94P1|GRP94b|HSP|HSPCP2|TRA1P1|TRAP1|GRP94B|GRP94P1|TRAP1	heat shock protein 90 beta family member 2| pseudogene
HSP90B3P	GRP94C|TRA1P2|TRAP2	heat shock protein 90 beta family member 3| pseudogene
HSP90Be		
HSP90Bf		
HSPA12A	FLJ13874|KIAA0417|KIAA0417	
HSPA12B	C20orf60|dJ1009E24.2|C20orf60|C20orf60	heat shock protein family A (Hsp70) member 12B
HSPA13	STCH|STCH|STCH	heat shock protein family A (Hsp70) member 13
HSPA14	HSP70-4|HSP70L1|HSP70-4|HSP70L1|HSP60|HSP70L1	heat shock protein family A (Hsp70) member 14
HSPA1A	HEL-S-103|HSP70-1|HSP70-1A|HSP70.1|HSP70I|HSP72|HSPA1|HSP70-1|HSPA1|HSP72|HSPA1|HSX70	heat shock protein family A (Hsp70) member 1A
HSPA1B	HSP70-1B|HSP70-2|HSP70.2|HSP70-2|HSP72	heat shock protein family A (Hsp70) member 1B
HSPA1L	HSP70-1L|HSP70-HOM|HSP70T|hum70t|HSP70-HOM|hum70t	heat shock protein family A (Hsp70) member 1 like
HSPA2	HSP70-2|HSP70-3	heat shock protein family A (Hsp70) member 2
HSPA4	APG-2|HEL-S-5a|HS24/P52|HSPH2|RY|hsp70|hsp70RY|HS24/P52|HSPH2|APG2	heat shock protein family A (Hsp70) member 4
HSPA4L	APG-1|HSPH3|Osp94|APG-1|Osp94|HSPH3|APG1|OSP94	heat shock protein family A (Hsp70) member 4 like
HSPA5	BIP|GRP78|HEL-S-89n|MIF2|BiP|GRP78|GRP78	heat shock protein family A (Hsp70) member 5
HSPA6	HSP70B'|HSP70B'|HSP70B'	heat shock protein family A (Hsp70) member 6
HSPA7	HSP70B|HSP70B	heat shock protein family A (Hsp70) member 7
HSPA8	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71|HSC71|HSC70|HSP73|HSPA10|HSC70|HSP73|HSPA10	heat shock protein family A (Hsp70) member 8
HSPA8P1	HSPAP1	heat shock protein family A (Hsp70) member 8 pseudogene 1
HSPA8P10		
HSPA8P11		
HSPA8P12		
HSPA8P13		
HSPA8P14		
HSPA8P15		
HSPA8P16		
HSPA8P17		
HSPA8P18		
HSPA8P19		
HSPA8P2		
HSPA8P20		
HSPA8P3		
HSPA8P4		
HSPA8P5		
HSPA8P6		
HSPA8P7		
HSPA8P8		
HSPA8P9		
HSPA9	CRP40|CSA|EVPLS|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74|SAAN|SIDBA4|GRP75|PBP74|mot-2|mthsp75|HSPA9B|GRP75|HSPA9B|mt-HSP70	heat shock protein family A (Hsp70) member 9
HSPA9P1	HSPA9BP|HSPA9P	heat shock protein family A (Hsp70) member 9 pseudogene 1
HSPA9P2		
HSPB1	CMT2F|HEL-S-102|HMN2B|HS.76067|HSP27|HSP28|Hsp25|SRP27|HSP27|HSP28|Hs.76067|Hsp25|CMT2F|HSP27|HSP28	heat shock protein family B (small) member 1
HSPB11	C1orf41|HSPCO34|IFT25|PP25|HSPCO34|PP25|IFT25|C1orf41|C1orf41|IFT25	heat shock protein family B (small) member 11
HSPB1P1	HSPBL2	heat shock protein family B (small) member 1 pseudogene 1
HSPB1P2	HSPBL3	heat shock protein family B (small) member 1 pseudogene 2
HSPB2	HSP27|Hs.78846|LOH11CR1K|MKBP|Hs.78846|MKBP	heat shock protein family B (small) member 2
HSPB2-C11orf52		
HSPB3	DHMN2C|HMN2C|HSPL27|HSPL27|HSP27|HSPL27	heat shock protein family B (small) member 3
HSPB6	HEL55|Hsp20|PPP1R91|FLJ32389|Hsp20|PPP1R91	heat shock protein family B (small) member 6
HSPB7	cvHSP|cvHSP|CVHSP	heat shock protein family B (small) member 7
HSPB8	CMT2L|DHMN2|E2IG1|H11|HMN2|HMN2A|HSP22|H11|E2IG1|HSP22|HspB8|CMT2L|CRYAC|E2IG1|HSP22	heat shock protein family B (small) member 8
HSPB9	CT51|CT51	heat shock protein family B (small) member 9
HSPBAP1	PASS1|FLJ22623|PASS1|PASS1	HSPB1 associated protein 1
HSPBP1	FES1|HspBP1|FES1|HSPBP	HSPA (Hsp70) binding protein 1
HSPC047		
HSPC049		
HSPC102		
HSPC142		
HSPC148		
HSPC152		
HSPC159		
HSPC268		
HSPC324		
HSPD1	CPN60|GROEL|HLD4|HSP-60|HSP60|HSP65|HuCHA60|SPG13|GroEL|HSP60|SPG13|HSP60	heat shock protein family D (Hsp60) member 1
HSPD1P1	HSPD1-2P	heat shock protein family D (Hsp60) member 1 pseudogene 1
HSPD1P10	HSPD1-4P	heat shock protein family D (Hsp60) member 1 pseudogene 10
HSPD1P11	HSPD1-11P	heat shock protein family D (Hsp60) member 1 pseudogene 11
HSPD1P12	HSPD1-10P	heat shock protein family D (Hsp60) member 1 pseudogene 12
HSPD1P13	HSPD1-16P	heat shock protein family D (Hsp60) member 1 pseudogene 13
HSPD1P14	HSPD1-17P	heat shock protein family D (Hsp60) member 1 pseudogene 14
HSPD1P15	HSPD1-15P	heat shock protein family D (Hsp60) member 1 pseudogene 15
HSPD1P16	HSPD1-13P	heat shock protein family D (Hsp60) member 1 pseudogene 16
HSPD1P17	HSPD1-19P	heat shock protein family D (Hsp60) member 1 pseudogene 17
HSPD1P18	HSPD1-1P	heat shock protein family D (Hsp60) member 1 pseudogene 18
HSPD1P19	HSPD1-18P	heat shock protein family D (Hsp60) member 1 pseudogene 19
HSPD1P2	HSP60P2|HSPD-9P|HSPDP2	heat shock protein family D (Hsp60) member 1 pseudogene 2
HSPD1P20	HSPD1-20P	heat shock protein family D (Hsp60) member 1 pseudogene 20
HSPD1P21	HSPD1-3P	heat shock protein family D (Hsp60) member 1 pseudogene 21
HSPD1P22	HSPD1-21P	heat shock protein family D (Hsp60) member 1 pseudogene 22
HSPD1P3	HSP60P1|HSP60P3|HSP60P4|HSPD1-7P|HSPDP1|HSPDP3|HSPDP4	heat shock protein family D (Hsp60) member 1 pseudogene 3
HSPD1P4	HSPD1-5P	heat shock protein family D (Hsp60) member 1 pseudogene 4
HSPD1P5	HSPD1-8P|HSPDP5	heat shock protein family D (Hsp60) member 1 pseudogene 5
HSPD1P6	HSPD1-6P|HSPDP6	heat shock protein family D (Hsp60) member 1 pseudogene 6
HSPD1P7	HSPD1-22P|HSPDP7	heat shock protein family D (Hsp60) member 1 pseudogene 7
HSPD1P8	HSPD1-12P	heat shock protein family D (Hsp60) member 1 pseudogene 8
HSPD1P9	HSPD1-14P	heat shock protein family D (Hsp60) member 1 pseudogene 9
HSPDE10A		
HSPDE1A		
HSPDE4D		
HSPE1	CPN10|EPF|GROES|HSP10|CPN10|GroES|HSP10|EPF	heat shock protein family E (Hsp10) member 1
HSPE1-MOB4	HSPE1-PHOCN	HSPE1-MOB4 readthrough
HSPE1P1	HSPEP1|bA101E14.1	heat shock protein family E (Hsp10) member 1 pseudogene 1
HSPE1P10		
HSPE1P11		
HSPE1P12		
HSPE1P13		
HSPE1P14		
HSPE1P15		
HSPE1P16	EPF8	heat shock protein family E (Hsp10) member 1 pseudogene 16
HSPE1P17		
HSPE1P18		
HSPE1P19		
HSPE1P2	HSPEP2	heat shock protein family E (Hsp10) member 1 pseudogene 2
HSPE1P20		
HSPE1P21		
HSPE1P22		
HSPE1P23		
HSPE1P24		
HSPE1P25		
HSPE1P26		
HSPE1P27		
HSPE1P28	EPF5	heat shock protein family E (Hsp10) member 1 pseudogene 28
HSPE1P3		
HSPE1P4		
HSPE1P5		
HSPE1P6		
HSPE1P7		
HSPE1P8		
HSPE1P9		
HSPG2	HSPG|PLC|PRCAN|SJA|SJS|SJS1|perlecan|PRCAN|SJS1	heparan sulfate proteoglycan 2
HSPH1	HSP105|HSP105A|HSP105B|NY-CO-25|HSP105B|KIAA0201|HSP105A|NY-CO-25|HSP105|HSP110|KIAA0201	heat shock protein family H (Hsp110) member 1
HSR		
HSR1		
HSSG1		
HSU53209	TRA2A	
HSpTB1		
HT		
HTA		
HTATIP		
HTATIP2	CC3|SDR44U1|TIP30|TIP30|CC3|FLJ26963|SDR44U1|CC3|TIP30	HIV-1 Tat interactive protein 2
HTATSF1	TAT-SF1|TATSF1|dJ196E23.2|TAT-SF1	HIV-1 Tat specific factor 1
HTATSF1P1	HTATSF1P|TAT-SF1-L|dJ1033B10.6	HIV-1 Tat specific factor 1 pseudogene 1
HTATSF1P2		
HTC1		
HTC2	CGH|CXINSq27.1|HCG	hypertrichosis 2 (generalized| congenital)
HTD2		
HTGH	DEL17q24	Hypertrichosis terminalis| generalized| with or without gingival hyperplasia
HTGS		
HTL	HLT|LEUT	high L-leucine transport
HTN1	HIS1|HIS1|HIS1	histatin 1
HTN3	HIS2|HTN2|HTN5|HIS2|HIS2	histatin 3
HTNB		
HTOR		
HTR		
HTR1A	5-HT-1A|5-HT1A|5HT1a|ADRB2RL1|ADRBRL1|G-21|PFMCD|5-HT1A|ADRB2RL1|ADRBRL1|ADRB2RL1|ADRBRL1	5-hydroxytryptamine receptor 1A
HTR1B	5-HT-1B|5-HT-1D-beta|5-HT1B|5-HT1DB|HTR1D2|HTR1DB|S12|S12|5-HT1B|HTR1D2|5-HT1DB|HTR1DB	5-hydroxytryptamine receptor 1B
HTR1D	5-HT1D|HT1DA|HTR1DA|HTRL|RDC4|RDC4|HT1DA|5-HT1D|HTRL|HTR1DA|HTRL	5-hydroxytryptamine receptor 1D
HTR1DP1		
HTR1E	5-HT1E|5-HT1E	5-hydroxytryptamine receptor 1E
HTR1F	5-HT-1F|5-HT1F|5HT6|HTR1EL|MR77|HTR1EL|5-HT1F|HTR1EL	5-hydroxytryptamine receptor 1F
HTR2A	5-HT2A|HTR2|5-HT2A|HTR2|HTR2	5-hydroxytryptamine receptor 2A
HTR2A-AS1		
HTR2B	5-HT(2B)|5-HT-2B|5-HT2B|5-HT(2B)|5-HT2B	5-hydroxytryptamine receptor 2B
HTR2C	5-HT1C|5-HT2C|5-HTR2C|5HTR2C|HTR1C|5-HT2C|5HTR2C|HTR1C|HTR1C	5-hydroxytryptamine receptor 2C
HTR3A	5-HT-3|5-HT3A|5-HT3R|5HT3R|HTR3|5-HT3R|5-HT3A|HTR3|5HT3R|HTR3	5-hydroxytryptamine receptor 3A
HTR3B	5-HT3B|5-HT3B	5-hydroxytryptamine receptor 3B
HTR3C		
HTR3D	5HT3D	5-hydroxytryptamine receptor 3D
HTR3E	5-HT3-E|5-HT3E|5-HT3c1	5-hydroxytryptamine receptor 3E
HTR3E-AS1		
HTR4	5-HT4|5-HT4R|5-HT4	5-hydroxytryptamine receptor 4
HTR4B		
HTR5A	5-HT5A|5-HT5A	5-hydroxytryptamine receptor 5A
HTR5A-AS1	HTR5AOS	HTR5A antisense RNA 1
HTR5BP	5-HT5B|GPR134|HTR5B	5-hydroxytryptamine receptor 5B| pseudogene
HTR6	5-HT6|5-HT6R|5-HT6|5-HT6R	5-hydroxytryptamine receptor 6
HTR7	5-HT7|5-HT7	5-hydroxytryptamine receptor 7
HTR7P1	HTR7P	5-hydroxytryptamine receptor 7 pseudogene 1
HTRA1	ARMD7|CADASIL2|CARASIL|HtrA|L56|ORF480|PRSS11|HtrA|IGFBP5-protease|ARMD7|PRSS11|HTRA|PRSS11	HtrA serine peptidase 1
HTRA2	MGCA8|OMI|PARK13|PRSS25|OMI|PARK13|PRSS25|OMI|PRSS25	HtrA serine peptidase 2
HTRA3	Prsp|Tasp|Tasp|Prsp|PRSP	HtrA serine peptidase 3
HTRA4	FLJ90724	
HTT	HD|IT15|LOMARS|IT15|HD|HD|IT15	huntingtin
HTT-AS	HTT-AS1|HTTAS	HTT antisense RNA
HTX3		
HULC	HCCAT1|LINC00078|NCRNA00078	hepatocellular carcinoma up-regulated long non-coding RNA
HUNK	MAKV	
HUNK-AS1	TCONS_00028914	HUNK antisense RNA 1
HUR 7		
HUS1	hHUS1	HUS1 checkpoint clamp component
HUS1B		
HUT11		
HUWE1	ARF-BP1|HECTH9|HSPC272|Ib772|LASU1|MULE|URE-B1|UREB1|Ib772|KIAA0312|UREB1|KIAA0312|KIAA1578|UREB1	HECT| UBA and WWE domain containing 1| E3 ubiquitin protein ligase
HVBS7		
HVBS8		
HVCN1	HV1|VSOP|MGC15619|Hv1|VSOP|VSOP	hydrogen voltage gated channel 1
HVPS41		
HWE1		
HWE2		
HYAL1	HYAL-1|LUCA1|MPS9|NAT6|LUCA1|HYAL-1|LUCA1	hyaluronoglucosaminidase 1
HYAL2	LUCA2|LuCa-2|LUCA2|LUCA2	hyaluronoglucosaminidase 2
HYAL3	HYAL-3|LUCA-3|LUCA3|LUCA-3|LUCA14|Minna14|LUCA3	hyaluronoglucosaminidase 3
HYAL4	CSHY	hyaluronoglucosaminidase 4
HYALP1	HYAL6|HYAL6P	hyaluronoglucosaminidase pseudogene 1
HYD2		
HYDIN	CILD5|HYDIN1|HYDIN2|PPP1R31|DKFZp434D0513|KIAA1864|PPP1R31|CILD5|HYDIN1|KIAA1864	HYDIN| axonemal central pair apparatus protein
HYDIN2	HYDINP1	HYDIN2| axonemal central pair apparatus protein (pseudogene)
HYI	HT036|HT036	hydroxypyruvate isomerase (putative)
HYI-AS1		
HYKK	AGPHD1|LOC123688|AGPHD1|AGPHD1	hydroxylysine kinase
HYLS1	HLS|FLJ32915|HLS	HYLS1| centriolar and ciliogenesis associated
HYMAI	NCRNA00020	hydatidiform mole associated and imprinted
HYOU1	GRP-170|Grp170|HSP12A|ORP-150|ORP150|ORP150|HSP12A|Grp170|GRP170|ORP150	hypoxia up-regulated 1
HYP10		
HYPE		
HYPK	C15orf63|HSPC136|HSPC136|FLJ20431|C15orf63|C15orf63	huntingtin interacting protein K
HYPLIP2	FCHL2	hyperlipidemia| combined| 2
HYPM	CXorf27|HIP17|HIP17|CXorf27|CXorf27	huntingtin interacting protein M
HYPT9		
HYSP3		
HYSP4		
HYT1		
HYT2		
HYT3		
HYT4		
HYT5		
HYT6		
HYT7		
HYT8		
HZF11		
HZF14		
HZF16		
HZF17		
HZF28		
HZF30		
HZF36		
HZF40		
HZF41		
HZGJ		
H_YH95C04.1		
H_YH98E06.1		
H_YN88E09.1		
Hel-N1		
Hin-2		
Hin-3		
Hnr		
Hosa(Adygei)-T2R10		
Hosa(Adygei)-T2R3		
Hosa(Adygei)-T2R38		
Hosa(Adygei)-T2R4		
Hosa(Adygei)-T2R46		
Hosa(Adygei)-T2R49		
Hosa(Adygei)-T2R50		
Hosa(Adygei)-T2R55		
Hosa(Adygei)-T2R7		
Hosa(Biaka)-T2R1	Hosa(Adygei)-T2R1	
Hosa(Biaka)-T2R10		
Hosa(Biaka)-T2R13		
Hosa(Biaka)-T2R16	Hosa(Adygei)-T2R16	
Hosa(Biaka)-T2R2	Hosa(Adygei)-T2R2	
Hosa(Biaka)-T2R3	Hosa(Japanese)-T2R3	
Hosa(Biaka)-T2R38		
Hosa(Biaka)-T2R4	Hosa(Japanese)-T2R4	
Hosa(Biaka)-T2R40		
Hosa(Biaka)-T2R43		
Hosa(Biaka)-T2R46		
Hosa(Biaka)-T2R47		
Hosa(Biaka)-T2R48		
Hosa(Biaka)-T2R49		
Hosa(Biaka)-T2R5		
Hosa(Biaka)-T2R50		
Hosa(Biaka)-T2R55		
Hosa(Biaka)-T2R7	Hosa(Japanese)-T2R7	
Hosa(Biaka)-T2R8	Hosa(Adygei)-T2R8	
Hosa(Japanese)-T2R1		
Hosa(Japanese)-T2R10		
Hosa(Japanese)-T2R13	Hosa(Adygei)-T2R13	
Hosa(Japanese)-T2R14	Hosa(Adygei)-T2R14|Hosa(Biaka)-T2R14	
Hosa(Japanese)-T2R16		
Hosa(Japanese)-T2R38		
Hosa(Japanese)-T2R39	Hosa(Adygei)-T2R39|Hosa(Biaka)-T2R39	
Hosa(Japanese)-T2R40	Hosa(Adygei)-T2R40	
Hosa(Japanese)-T2R45	Hosa(Adygei)-T2R45	
Hosa(Japanese)-T2R48	Hosa(Adygei)-T2R48	
Hosa(Japanese)-T2R49		
Hosa(Japanese)-T2R5	Hosa(Adygei)-T2R5	
Hosa(Japanese)-T2R50		
Hosa(Japanese)-T2R55		
Hosa(Japanese)-T2R56	Hosa(Adygei)-T2R56|Hosa(Biaka)-T2R56	
Hosa(Japanese)-T2R8		
HuC4lambda Vlambda		
HuD		
HuD11lambda Vlambda		
HuSAA1g		
HuVH8B VH		
Human Notch 3		
I-BALB		
IA4		
IAH1		
IAN4L1		
IAPP	DAP|IAP|AMYLIN|DAP|IAP	islet amyloid polypeptide
IARS	GRIDHH|IARS1|ILERS|ILRS|IRS|PRO0785|ILRS|IARS1	isoleucyl-tRNA synthetase
IARS2	CAGSSS|ILERS|FLJ10326	isoleucyl-tRNA synthetase 2| mitochondrial
IARS2P1		
IBA57	C1orf69|MMDS3|SPG74|FLJ12734|C1orf69|C1orf69	IBA57| iron-sulfur cluster assembly
IBA57-AS1	C1orf148	
IBA57-DT	C1orf148|IBA57-AS1	IBA57 divergent transcript
IBD11		
IBD12		
IBD15		
IBD16		
IBD18		
IBD19		
IBD2		
IBD20		
IBD21		
IBD22		
IBD23		
IBD24		
IBD25		
IBD26		
IBD27		
IBD3		
IBD4		
IBD5		
IBD6		
IBD7		
IBD8		
IBD9		
IBGC1	BGCI|IBGC	idiopathic basal ganglia calcification 1
IBGC2		
IBRDC1		
